id,plate,date,price
27731,K002HC190,2024-11-21 00:00:00,200000
27732,M660TH797,2024-11-23 00:00:00,60000
27733,O303CO790,2024-11-30 00:00:00,160000
27734,A111MA147,2024-08-11 00:00:00,450000
27735,K222MC197,2023-11-21 00:00:00,2222222
27736,Y800EC799,2024-05-03 00:00:00,150000
27737,Y800EC799,2025-01-04 09:21:41,195000
27738,Y800EC799,2025-01-13 11:35:30,180000
27739,Y800EC799,2025-02-12 00:00:00,150000
27740,E001TX36,2023-03-25 00:00:00,200000
27741,O999BH790,2022-07-23 23:23:26,150000
27742,O999BH790,2022-07-25 19:46:24,160000
27743,T666OM190,2024-10-06 00:00:00,200000
27744,T666OM190,2025-02-08 00:00:00,280000
27745,B020HC122,2023-12-22 00:00:00,45000
27746,C384CC77,2024-07-14 00:00:00,3000000
27747,P444BT178,2022-05-24 19:26:12,100000
27748,H896TC797,2025-01-02 00:00:00,30000
27749,T282XK77,2022-12-26 00:00:00,150000
27750,P751PP90,2024-07-10 21:27:16,320000
27751,A777OE790,2024-05-25 00:00:00,3000000
27752,M149MM190,2025-01-28 00:00:00,850000
27753,Y180XM790,2024-09-03 00:00:00,200000
27754,O729MP77,2023-05-19 00:00:00,600000
27755,X091KK977,2024-12-21 00:00:00,90000
27756,C737BH777,2024-09-15 23:34:50,160000
27757,C737BH777,2024-11-22 00:00:00,140000
27758,K190AA977,2022-06-25 19:57:59,50000
27759,K002HE777,2022-06-26 05:28:47,225000
27760,K002HE777,2025-02-12 00:00:00,550000
27761,A919XA82,2024-08-19 00:00:00,500000
27762,A700EC193,2023-04-02 00:00:00,110000
27763,E200AB50,2022-09-04 10:33:23,115000
27764,X002HM178,2024-12-26 00:00:00,90000
27765,X950KX77,2024-03-20 11:51:14,450000
27766,X950KX77,2025-01-25 13:55:34,500000
27767,M013OO77,2025-02-04 00:00:00,7650000
27768,E123EE777,2022-09-07 00:00:00,450000
27769,B400BB23,2024-12-03 00:00:00,3000000
27770,B003HC750,2023-11-17 00:00:00,85000
27771,Y006PA197,2022-09-30 00:00:00,150000
27772,M562AX977,2024-06-25 21:52:41,130000
27773,H999OM177,2024-02-13 00:00:00,425000
27774,A098CT797,2025-02-02 00:00:00,70000
27775,X700AC190,2023-10-22 09:35:56,150000
27776,B004BB50,2024-04-27 00:00:00,2000000
27777,A063AA190,2025-02-10 00:00:00,3500000
27778,K707ET777,2022-08-01 18:18:35,180000
27779,K707ET777,2022-08-12 16:17:15,200000
27780,C333BO761,2023-07-05 00:00:00,5000000
27781,O666BC750,2024-10-03 18:08:15,175000
27782,A500MX77,2025-02-12 00:00:00,600000
27783,K107TE797,2025-02-03 00:00:00,50000
27784,O868PA790,2024-05-11 00:00:00,130000
27785,M384OC797,2025-01-20 00:00:00,40000
27786,M003YT197,2022-10-09 00:00:00,180000
27787,M003YT197,2024-02-26 00:00:00,230000
27788,C009XO197,2025-01-12 23:12:28,300000
27789,Y888TM50,2025-02-12 00:00:00,500000
27790,Y088PK797,2025-01-26 00:00:00,90000
27791,C939OM750,2024-09-06 00:00:00,300000
27792,X949BX777,2022-09-21 00:00:00,50000
27793,E174EH977,2024-12-11 00:00:00,70000
27794,M111TC97,2023-07-27 00:00:00,1100000
27795,M737EP797,2024-06-28 11:17:03,160000
27796,M737EP797,2025-02-12 00:00:00,180000
27797,H777AC177,2024-10-04 08:50:32,1800000
27798,H777AC177,2025-02-07 00:00:00,1700000
27799,H777AC177,2025-02-12 00:00:00,1800000
27800,M111KY190,2022-03-04 00:00:00,200000
27801,T488TT150,2023-10-22 00:00:00,280000
27802,Y222YX150,2023-04-18 21:48:17,230000
27803,Y222YX150,2023-05-08 23:08:45,220000
27804,K078MM97,2024-06-25 21:52:41,450000
27805,Y323XX799,2022-11-15 00:00:00,550000
27806,O015OX750,2022-03-11 00:00:00,30000
27807,E333BB55,2024-03-14 00:00:00,270000
27808,X233BY550,2025-02-10 00:00:00,60000
27809,T888CE199,2025-01-06 00:00:00,700000
27810,B111CH150,2024-03-10 00:00:00,250000
27811,P804MP50,2023-05-30 00:00:00,600000
27812,H303HE39,2024-08-01 00:00:00,50000
27813,A116TY797,2025-02-04 00:00:00,125000
27814,P060BH977,2024-12-30 00:00:00,30000
27815,C011TT797,2024-12-12 00:00:00,280000
27816,Y444HO150,2025-02-06 00:00:00,250000
27817,K414PK797,2024-08-03 00:00:00,160000
27818,H101AM550,2024-09-14 16:06:46,60000
27819,H101AM550,2024-09-18 00:00:00,100000
27820,H101AM550,2024-09-20 10:06:16,60000
27821,H101AM550,2024-10-29 02:17:57,80000
27822,H101AM550,2024-11-06 09:36:06,70000
27823,H101AM550,2024-11-30 18:25:24,80000
27824,H101AM550,2024-12-12 13:33:47,75000
27825,H101AM550,2025-01-28 11:48:11,50000
27826,H101AM550,2025-01-31 13:24:45,130000
27827,H101AM550,2025-02-11 16:51:02,60000
27828,P767YE790,2024-11-28 00:00:00,60000
27829,P555XH77,2022-04-22 00:00:00,400000
27830,P555XH77,2024-06-02 00:00:00,650000
27831,P555XH77,2024-06-23 13:48:41,770000
27832,P555XH77,2025-02-11 00:00:00,690000
27833,H088PP750,2024-09-15 00:00:00,100000
27834,B888ET197,2024-01-27 14:56:25,200000
27835,B888ET197,2025-01-18 15:27:20,750000
27836,M888ET750,2022-12-17 00:00:00,250000
27837,M888ET750,2022-12-20 00:00:00,200000
27838,Y400TY797,2024-11-24 00:00:00,150000
27839,X077YC799,2025-02-05 00:00:00,170000
27840,M334EK797,2025-02-11 00:00:00,50000
27841,K779KB777,2024-09-17 13:55:42,250000
27842,O333BE64,2024-08-06 00:00:00,300000
27843,K636BH53,2023-05-18 00:00:00,50000
27844,A077CX797,2025-01-21 00:00:00,110000
27845,A077CX797,2025-02-10 00:00:00,130000
27846,M451MM197,2023-04-25 16:04:30,550000
27847,M451MM197,2023-05-15 01:05:44,480000
27848,M451MM197,2023-06-20 16:13:33,450000
27849,M451MM197,2023-08-20 13:21:46,600000
27850,M451MM197,2023-09-22 11:17:45,500000
27851,K868MP77,2023-11-02 19:16:27,1500000
27852,K868MP77,2023-11-06 20:52:16,1700000
27853,K868MP77,2023-11-13 15:23:38,1500000
27854,K868MP77,2023-12-11 17:59:17,1700000
27855,M641AX977,2025-02-11 00:00:00,100000
27856,X101HB193,2024-05-25 00:00:00,200000
27857,B405YX790,2024-04-16 00:00:00,250000
27858,A670OE797,2024-11-05 00:00:00,30000
27859,T004EE750,2023-02-26 00:00:00,350000
27860,M824MM190,2024-02-24 11:43:54,400000
27861,H727AT550,2025-02-09 00:00:00,110000
27862,M595TX797,2025-01-29 00:00:00,75000
27863,E167MC77,2024-09-12 00:00:00,80000
27864,P484YM77,2024-04-01 00:00:00,100000
27865,A111OP01,2024-12-19 00:00:00,900000
27866,A999MM92,2023-10-02 00:00:00,380000
27867,O272HP777,2022-12-04 13:51:34,50000
27868,O272HP777,2023-02-05 02:47:02,30000
27869,X009AC777,2024-10-07 21:26:45,775000
27870,E333EC777,2024-12-30 00:00:00,500000
27871,P996EX977,2024-10-14 00:00:00,50000
27872,E002MC05,2025-02-03 00:00:00,1350000
27873,O176EY977,2025-01-02 00:00:00,30000
27874,H717TP797,2025-01-12 00:00:00,120000
27875,C777YO178,2023-01-15 00:00:00,500000
27876,C999KX98,2023-08-28 00:00:00,350000
27877,P909AM250,2024-12-18 00:00:00,180000
27878,C500TA797,2024-10-23 00:00:00,160000
27879,T035TM797,2025-02-11 00:00:00,50000
27880,X042BA550,2025-02-11 00:00:00,35000
27881,H911OA790,2024-02-14 00:00:00,50000
27882,B082OP122,2023-09-09 00:00:00,60000
27883,C455EX977,2024-11-13 00:00:00,50000
27884,X055AP550,2024-05-08 12:23:30,220000
27885,X055AP550,2024-05-08 12:55:04,250000
27886,X055AP550,2024-05-10 16:06:20,280000
27887,X055AP550,2024-05-14 10:39:12,250000
27888,X055AP550,2024-07-03 21:54:21,280000
27889,X055AP550,2024-08-27 10:31:57,250000
27890,X055AP550,2024-09-05 12:47:26,230000
27891,X055AP550,2024-09-14 10:04:11,255000
27892,X055AP550,2024-10-09 12:21:23,235000
27893,X055AP550,2024-11-21 21:22:47,230000
27894,X055AP550,2024-12-27 12:06:18,250000
27895,X055AP550,2025-01-08 15:35:53,280000
27896,X055AP550,2025-01-17 00:00:00,250000
27897,X055AP550,2025-01-20 12:04:08,280000
27898,X200AM90,2024-12-30 00:00:00,1000000
27899,B999YY34,2024-03-31 00:00:00,350000
27900,P777HE56,2022-03-16 00:00:00,500000
27901,M062PY797,2024-08-30 00:00:00,44000
27902,K600BK126,2023-02-17 00:00:00,95000
27903,H888YP11,2024-07-01 00:00:00,600000
27904,Y404PC102,2024-01-07 00:00:00,100000
27905,A773PP797,2024-05-08 00:00:00,50000
27906,O222BE750,2023-12-09 00:00:00,250000
27907,A084KA977,2025-01-27 00:00:00,90000
27908,A021EA977,2024-03-10 00:00:00,270000
27909,B374BB750,2024-10-26 00:00:00,350000
27910,O111EC45,2023-12-09 00:00:00,250000
27911,Y242TH797,2025-01-16 00:00:00,45000
27912,B366TC797,2024-11-27 00:00:00,70000
27913,A442OO799,2025-01-09 00:00:00,110000
27914,M266KA05,2024-04-30 00:00:00,70000
27915,P400PT97,2025-02-09 00:00:00,230000
27916,P212AM163,2024-11-01 00:00:00,125000
27917,M088YH193,2024-07-05 00:00:00,100000
27918,O228CC15,2022-09-16 00:00:00,50000
27919,P090MP150,2024-07-13 00:00:00,780000
27920,K893KB977,2024-11-12 00:00:00,30000
27921,O005EA77,2024-10-15 00:00:00,800000
27922,Y500HT97,2024-09-24 00:00:00,299000
27923,M111YE750,2022-04-11 00:00:00,165000
27924,H999TE199,2022-03-03 00:00:00,400000
27925,X707PE77,2024-02-02 15:54:56,600000
27926,X707PE77,2024-02-22 18:09:13,550000
27927,X222ME790,2025-01-15 23:40:47,500000
27928,C099YP790,2025-02-03 00:00:00,120000
27929,T001KT190,2022-04-26 01:25:37,200000
27930,T001KT190,2024-12-17 00:00:00,700000
27931,E013MB777,2025-02-10 00:00:00,220000
27932,E013MB777,2025-02-11 00:00:00,200000
27933,B777ME72,2023-09-12 00:00:00,600000
27934,C556HT797,2025-02-11 00:00:00,45000
27935,M656OM10,2024-05-17 00:00:00,50000
27936,K323PM790,2023-06-29 20:57:43,30000
27937,K323PM790,2024-04-18 21:27:09,25000
27938,O200YX799,2023-10-30 00:00:00,50000
27939,A020OY777,2022-03-09 00:00:00,150000
27940,A500AC76,2024-10-28 00:00:00,130000
27941,E200TX125,2024-08-24 00:00:00,85000
27942,P030BC799,2023-03-04 00:00:00,55000
27943,P030BC799,2024-08-11 00:00:00,50000
27944,C202XT97,2023-10-29 00:00:00,100000
27945,B911BB05,2024-09-25 00:00:00,1200000
27946,T006EP07,2024-10-19 00:00:00,350000
27947,B333MB177,2024-12-26 00:00:00,550000
27948,H100BK977,2024-08-01 00:00:00,130000
27949,B021AY150,2021-02-20 21:14:13,100000
27950,T141AC550,2024-08-22 00:00:00,250000
27951,B868TM21,2023-05-31 00:00:00,150000
27952,O555XC64,2022-03-01 00:00:00,100000
27953,O572TX797,2025-01-16 00:00:00,30000
27954,C075MO797,2024-04-08 21:50:09,50000
27955,C075MO797,2024-04-16 17:14:43,40000
27956,C075MO797,2024-04-29 12:01:09,60000
27957,C075MO797,2024-08-07 17:49:45,50000
27958,C075MO797,2024-08-21 11:50:12,60000
27959,C075MO797,2024-09-03 14:14:35,45000
27960,C075MO797,2024-10-01 14:55:46,42000
27961,C075MO797,2024-10-09 15:17:58,40000
27962,C075MO797,2024-10-11 09:55:09,35000
27963,C075MO797,2024-10-16 14:11:55,30000
27964,C075MO797,2024-10-20 21:00:06,25000
27965,T001HM777,2023-06-23 00:00:00,650000
27966,C939CC90,2024-05-18 20:54:33,700000
27967,C939CC90,2024-05-21 11:28:29,650000
27968,C939CC90,2024-06-20 09:14:49,850000
27969,P079TO797,2024-08-13 00:00:00,80000
27970,T737HK193,2024-07-13 00:00:00,30000
27971,C787PC31,2023-05-12 00:00:00,50000
27972,K088HK99,2023-08-13 12:14:07,190000
27973,H444KA90,2023-05-07 00:00:00,170000
27974,E777CY190,2022-04-02 00:00:00,400000
27975,C300KP199,2025-02-11 00:00:00,2000000
27976,C886HT797,2024-07-16 00:00:00,40000
27977,O015OC71,2024-10-29 00:00:00,100000
27978,T747YC777,2024-11-08 00:00:00,250000
27979,X090AA790,2022-02-27 20:36:37,50000
27980,X090AA790,2022-05-23 19:12:12,75000
27981,X090AA790,2022-07-02 14:36:23,70000
27982,E293EE178,2024-04-06 00:00:00,100000
27983,Y484OM797,2024-01-17 00:00:00,50000
27984,B190OP177,2025-01-20 00:00:00,170000
27985,B004OO27,2024-03-20 00:00:00,150000
27986,X345TP797,2025-01-13 00:00:00,70000
27987,A222MO190,2024-06-01 00:00:00,2100000
27988,O722AA550,2024-12-10 00:00:00,60000
27989,Y888EM777,2023-11-10 19:24:51,600000
27990,O060HM797,2024-12-20 00:00:00,45000
27991,A666MC777,2024-10-14 00:00:00,1200000
27992,A079PM79,2023-06-11 00:00:00,100000
27993,C079AM250,2024-12-19 00:00:00,40000
27994,K004AC198,2023-10-02 00:00:00,100000
27995,K070OT777,2023-07-30 12:07:31,715000
27996,O500AP68,2024-05-01 00:00:00,100000
27997,P003TT177,2024-03-18 22:54:07,325000
27998,M074TY797,2024-11-27 00:00:00,55000
27999,X442XX39,2023-12-26 00:00:00,150000
28000,T707BX777,2024-02-24 20:32:30,350000
28001,T707BX777,2024-03-11 10:47:08,380000
28002,E100KX86,2022-05-30 00:00:00,2000000
28003,E100KX86,2024-05-01 00:00:00,3500000
28004,Y696EP07,2022-04-30 00:00:00,150000
28005,P003YA77,2022-11-12 00:00:00,150000
28006,B007AY50,2023-04-16 00:00:00,300000
28007,A666KM197,2023-05-16 00:00:00,450000
28008,O888HO36,2024-05-07 00:00:00,350000
28009,A011TT61,2024-02-28 00:00:00,750000
28010,M524ET977,2025-02-07 00:00:00,30000
28011,Y300KH790,2024-05-13 00:00:00,120000
28012,H777OO199,2024-12-25 00:00:00,1500000
28013,M601AX977,2025-01-26 00:00:00,80000
28014,M987YP150,2021-09-17 08:33:33,150000
28015,O858CA716,2023-11-18 00:00:00,50000
28016,A312MP76,2023-07-03 00:00:00,90000
28017,M131AT193,2024-04-15 00:00:00,40000
28018,O883OO150,2024-09-16 20:07:17,450000
28019,O883OO150,2024-12-05 11:21:45,400000
28020,O883OO150,2025-02-10 00:00:00,450000
28021,H797YO790,2025-01-09 00:00:00,75000
28022,K737OO790,2023-12-22 00:00:00,100000
28023,O088EM790,2024-04-27 00:00:00,70000
28024,X985XX77,2025-01-30 00:00:00,1200000
28025,A004TC190,2024-07-30 00:00:00,95000
28026,Y626CK797,2025-01-26 00:00:00,60000
28027,X020EP164,2024-08-01 00:00:00,40000
28028,A177OB77,2023-08-05 00:00:00,250000
28029,T333MM199,2023-05-01 00:00:00,290000
28030,X850BB550,2024-12-25 00:00:00,80000
28031,A869OO799,2025-01-09 00:00:00,120000
28032,P585CP76,2024-03-20 00:00:00,150000
28033,X775AM05,2025-02-11 00:00:00,150000
28034,T300TE797,2025-01-30 00:00:00,165000
28035,A678PB799,2025-02-04 00:00:00,100000
28036,A888OP777,2023-03-07 00:00:00,500000
28037,X077XX77,2024-02-21 00:17:42,1500000
28038,K911TC763,2023-04-03 00:00:00,120000
28039,B070EH790,2025-01-31 18:58:47,120000
28040,B070EH790,2025-02-03 19:00:36,100000
28041,X726XX77,2025-01-19 00:00:00,1400000
28042,A111MM198,2023-04-29 00:00:00,4000000
28043,K191XT750,2024-07-10 00:00:00,50000
28044,K060MK197,2022-06-18 00:00:00,50000
28045,C500CM790,2024-10-08 00:00:00,160000
28046,A070PB797,2024-08-21 00:00:00,130000
28047,T470BM47,2024-05-22 00:00:00,70000
28048,M040TE797,2024-12-20 00:00:00,75000
28049,K020AP550,2024-04-29 00:00:00,50000
28050,X896AT550,2024-12-10 00:00:00,60000
28051,M145MM197,2022-10-08 16:27:48,465000
28052,A676BM50,2022-02-11 00:00:00,45000
28053,P333MP193,2023-10-25 00:00:00,250000
28054,K033KM977,2025-01-13 00:00:00,50000
28055,Y300OO797,2024-05-16 00:00:00,230000
28056,A200TT797,2025-01-19 00:00:00,220000
28057,X090MO197,2024-03-08 00:00:00,165000
28058,E500EA05,2024-12-12 00:00:00,1800000
28059,X888EY02,2024-03-27 00:00:00,300000
28060,C500TO790,2025-01-12 00:00:00,280000
28061,T177CK177,2024-05-31 00:00:00,350000
28062,C555KY93,2022-11-16 00:00:00,360000
28063,H880AK550,2024-06-23 00:00:00,350000
28064,T079ET797,2021-07-25 13:18:07,79000
28065,T727XP97,2021-02-17 21:22:32,70000
28066,E888OO790,2023-09-15 00:00:00,450000
28067,K926OT154,2024-10-08 00:00:00,150000
28068,O434BP193,2024-09-30 00:00:00,40000
28069,E818TB797,2025-01-18 00:00:00,85000
28070,E818TB797,2025-02-11 00:00:00,75000
28071,H700AO777,2021-06-24 10:49:54,115000
28072,H700AO777,2021-07-22 01:53:23,120000
28073,X077XT777,2022-03-31 00:00:00,300000
28074,X077XT777,2022-07-20 00:00:00,330000
28075,C223AM977,2024-11-13 00:00:00,100000
28076,O800EH777,2022-05-03 11:58:45,110000
28077,O800EH777,2022-05-28 00:03:06,100000
28078,H303BT65,2022-10-29 00:00:00,80000
28079,P555TP777,2025-01-21 00:00:00,1300000
28080,C046YH790,2024-12-12 00:00:00,40000
28081,O123EH797,2024-08-22 00:00:00,75000
28082,O999KT50,2025-01-29 00:00:00,450000
28083,X949YX77,2022-10-12 00:00:00,50000
28084,X055BB05,2024-08-26 00:00:00,140000
28085,E505PT797,2024-05-20 00:00:00,50000
28086,Y003YB777,2023-09-07 00:00:00,290000
28087,E877TE797,2025-02-08 00:00:00,70000
28088,M888EC750,2023-08-09 00:00:00,200000
28089,B495BB774,2024-11-12 00:00:00,600000
28090,X480OX790,2023-03-27 00:00:00,110000
28091,E675BA550,2025-02-10 00:00:00,110000
28092,A464BK550,2025-01-12 00:00:00,40000
28093,O800YX790,2024-01-02 00:00:00,150000
28094,B777EC21,2024-10-10 00:00:00,1100000
28095,O565OO15,2024-06-23 00:00:00,300000
28096,M666EB116,2023-07-25 00:00:00,350000
28097,X868MC790,2023-05-20 00:00:00,35000
28098,Y664YY154,2024-07-29 00:00:00,250000
28099,O097KO97,2023-02-07 15:27:48,600000
28100,H222BM77,2023-06-09 00:00:00,350000
28101,K007BB05,2024-03-28 00:00:00,950000
28102,M049YE790,2024-11-09 00:00:00,35000
28103,P735AK198,2021-07-20 14:39:12,45000
28104,H090KY190,2024-08-08 00:00:00,150000
28105,B505XA750,2022-09-01 09:22:17,40000
28106,M696EY77,2022-04-02 00:00:00,50000
28107,K813TY797,2025-01-31 00:00:00,60000
28108,O222MH777,2023-02-05 02:47:02,250000
28109,T001BY50,2024-10-07 00:00:00,700000
28110,P717KP777,2025-01-24 00:00:00,450000
28111,O001YB190,2024-11-08 00:00:00,700000
28112,T810OM797,2025-02-09 00:00:00,55000
28113,A444OC77,2025-02-07 00:00:00,400000
28114,C777CC97,2025-02-08 00:00:00,25000000
28115,E787AC777,2021-09-21 16:50:53,120000
28116,C099OC797,2025-01-16 00:00:00,290000
28117,E555EE90,2022-10-08 16:27:42,2000000
28118,E555EE90,2022-12-19 16:22:21,2200000
28119,E555EE90,2023-02-03 14:27:05,2500000
28120,E555EE90,2023-04-23 10:55:30,3000000
28121,E555EE90,2023-09-29 12:13:34,3300000
28122,E555EE90,2023-10-08 15:00:15,3500000
28123,E555EE90,2023-12-19 12:56:06,4000000
28124,E555EE90,2023-12-26 18:38:01,3400000
28125,E555EE90,2024-01-10 12:33:24,4000000
28126,E555EE90,2024-02-09 12:24:28,4500000
28127,E555EE90,2024-03-21 20:30:54,5000000
28128,E555EE90,2024-04-29 10:25:16,5500000
28129,E555EE90,2024-05-06 17:50:57,4500000
28130,E555EE90,2024-05-08 12:55:04,5000000
28131,E555EE90,2024-06-08 18:30:56,6000000
28132,E555EE90,2024-07-23 11:14:00,5000000
28133,E555EE90,2024-08-15 10:44:55,5500000
28134,E555EE90,2024-08-28 09:27:42,5800000
28135,E555EE90,2024-08-29 20:07:04,5500000
28136,E555EE90,2024-09-01 11:27:10,4800000
28137,E555EE90,2024-09-04 11:47:20,4500000
28138,E555EE90,2024-09-07 10:44:13,5000000
28139,E555EE90,2024-09-14 10:04:11,6000000
28140,E555EE90,2024-09-18 12:54:10,5000000
28141,E555EE90,2024-09-20 10:47:15,6000000
28142,E555EE90,2024-09-23 15:15:48,5000000
28143,E555EE90,2024-10-03 15:53:38,6000000
28144,E555EE90,2024-10-09 12:21:23,4000000
28145,E555EE90,2024-10-11 10:36:33,5000000
28146,E555EE90,2024-10-31 11:47:09,7000000
28147,E555EE90,2024-11-13 23:30:08,7500000
28148,E555EE90,2024-12-05 11:21:53,5500000
28149,E555EE90,2024-12-11 15:19:29,5000000
28150,E555EE90,2024-12-17 11:16:29,7000000
28151,E555EE90,2025-01-05 12:55:44,5800000
28152,E555EE90,2025-01-10 01:18:08,6000000
28153,E555EE90,2025-01-13 13:21:40,5000000
28154,E555EE90,2025-01-15 09:56:38,5500000
28155,E555EE90,2025-01-17 00:00:00,7000000
28156,E555EE90,2025-01-20 12:04:08,5500000
28157,E555EE90,2025-01-22 12:20:00,5000000
28158,E555EE90,2025-01-22 21:40:05,5500000
28159,E555EE90,2025-01-29 13:50:46,7000000
28160,Y641CA797,2025-02-11 00:00:00,30000
28161,Y606OA797,2024-09-06 00:00:00,90000
28162,T230CP797,2025-02-05 00:00:00,50000
28163,C494BO550,2024-09-17 00:00:00,300000
28164,P336PH797,2024-02-05 00:00:00,40000
28165,O759OE797,2024-12-16 00:00:00,30000
28166,E900OX797,2023-11-06 00:00:00,155000
28167,C808XT125,2024-12-23 00:00:00,120000
28168,H008YM77,2023-06-05 00:00:00,250000
28169,X007OE790,2025-02-11 00:00:00,350000
28170,T164BE977,2024-10-27 00:00:00,70000
28171,Y999EM777,2025-01-08 00:00:00,790000
28172,B013OX797,2025-01-20 00:00:00,200000
28173,H001CC750,2023-02-05 02:47:02,250000
28174,K395TP797,2025-01-31 00:00:00,60000
28175,X400AM797,2022-10-19 00:00:00,290000
28176,M984KY977,2025-01-29 00:00:00,60000
28177,B002OX777,2023-04-08 12:29:10,240000
28178,M547TT797,2024-11-27 00:00:00,70000
28179,T004BO197,2023-07-16 00:00:00,120000
28180,O797HY797,2023-11-27 00:00:00,300000
28181,O122BX550,2025-02-06 00:00:00,60000
28182,T004BA06,2024-08-22 00:00:00,150000
28183,M577ME777,2023-10-26 00:00:00,150000
28184,X017MM777,2024-12-13 01:43:48,500000
28185,M800TT82,2023-12-28 00:00:00,500000
28186,C008CC87,2024-05-15 00:00:00,600000
28187,P799HH799,2024-11-14 00:00:00,300000
28188,B979PY124,2023-02-20 00:00:00,30000
28189,A824OA777,2024-10-03 00:00:00,100000
28190,Y444TA34,2024-06-12 00:00:00,290000
28191,C427YP799,2024-12-16 00:00:00,140000
28192,B257OP777,2023-01-25 11:09:04,60000
28193,Y014YP799,2024-12-27 00:00:00,300000
28194,Y585BY550,2025-01-20 00:00:00,80000
28195,O009BA750,2024-02-12 23:15:37,150000
28196,O717PE797,2024-06-19 00:00:00,99000
28197,B001TY61,2025-01-03 00:00:00,850000
28198,T090XT199,2024-10-18 00:00:00,200000
28199,T090XT199,2025-01-30 00:00:00,230000
28200,T090XT199,2025-02-08 00:00:00,140000
28201,B598BB98,2022-03-23 00:00:00,70000
28202,M004MB790,2024-09-01 00:00:00,185000
28203,B008TE790,2025-02-11 00:00:00,180000
28204,B030EO797,2025-02-11 00:00:00,100000
28205,M344AX550,2025-02-11 00:00:00,100000
28206,B364BB77,2024-05-02 00:00:00,375000
28207,B364BB77,2024-08-21 00:00:00,550000
28208,X622KX62,2024-03-18 00:00:00,190000
28209,B777XX95,2023-03-28 00:00:00,1000000
28210,B777XX95,2023-04-10 00:00:00,550000
28211,A656KA190,2024-07-12 00:00:00,49000
28212,E700OA799,2023-10-25 18:41:20,150000
28213,O656KA16,2024-07-15 00:00:00,35000
28214,C777CX01,2022-12-10 00:00:00,700000
28215,A666BT777,2022-07-15 00:00:00,150000
28216,A666BT777,2022-08-12 16:17:15,250000
28217,T095OK790,2024-06-08 00:00:00,59000
28218,C808HP797,2023-06-09 19:30:32,35000
28219,A742OO777,2022-06-24 00:18:32,280000
28220,X020TA799,2024-07-09 00:00:00,59000
28221,O979AK799,2024-08-15 00:00:00,200000
28222,A074KM977,2024-10-30 00:00:00,400000
28223,M889MM134,2022-09-02 00:00:00,30000
28224,E903AB550,2025-01-10 00:00:00,60000
28225,M006CT190,2025-02-09 00:00:00,130000
28226,X336AM178,2024-01-24 00:00:00,1000000
28227,M999HM177,2024-08-08 00:00:00,500000
28228,M999HM177,2024-12-07 00:00:00,800000
28229,P353BO71,2024-01-21 00:00:00,45000
28230,B020XB28,2023-08-22 00:00:00,1000000
28231,K799AY799,2024-09-14 21:31:50,220000
28232,K799AY799,2024-09-22 21:55:38,200000
28233,K799AY799,2024-11-20 21:30:19,180000
28234,O017XM193,2024-08-15 00:00:00,30000
28235,P071EK193,2023-11-22 00:00:00,25000
28236,B616PE797,2024-12-16 00:00:00,30000
28237,P789AP550,2024-12-30 00:00:00,140000
28238,C025CA797,2024-12-30 00:00:00,95000
28239,X838KK799,2025-02-11 00:00:00,50000
28240,A075PT790,2021-09-30 16:31:49,100000
28241,A075PT790,2021-10-15 09:34:47,75000
28242,A075PT790,2021-10-16 20:53:11,100000
28243,E016TB797,2025-01-12 00:00:00,80000
28244,A283MM799,2023-09-14 00:00:00,100000
28245,K518PA790,2024-12-06 00:00:00,250000
28246,O003EC98,2024-07-03 00:00:00,150000
28247,M999BB99,2025-02-08 00:00:00,6000000
28248,B983TT797,2024-11-27 00:00:00,70000
28249,H083BC550,2025-02-09 00:00:00,60000
28250,E021OX797,2025-02-12 00:00:00,50000
28251,M525MY116,2023-08-01 00:00:00,30000
28252,C909AK777,2023-10-12 00:00:00,50000
28253,O060BP196,2023-10-06 00:00:00,35000
28254,X077AC550,2024-12-12 00:00:00,220000
28255,X235OO797,2024-12-08 00:00:00,30000
28256,E084EE77,2024-12-02 14:15:15,900000
28257,M333BB750,2025-01-27 00:00:00,380000
28258,M333BB750,2025-02-02 15:22:30,400000
28259,K005CK82,2023-03-16 00:00:00,100000
28260,X707MX777,2025-02-09 00:00:00,1200000
28261,P515TY790,2025-01-30 00:00:00,55000
28262,T007XA22,2023-04-24 00:00:00,150000
28263,H003XO154,2023-08-10 00:00:00,100000
28264,T500OT790,2024-03-26 00:00:00,300000
28265,B003OE750,2024-06-13 00:00:00,160000
28266,E200AB977,2023-01-26 00:00:00,50000
28267,M060MM26,2024-08-13 00:00:00,2000000
28268,B001BP19,2024-12-30 00:00:00,770000
28269,B797AT550,2024-11-19 00:00:00,60000
28270,H666OH190,2022-05-16 09:44:30,100000
28271,H666OH190,2023-02-17 00:06:51,120000
28272,Y332PA797,2025-02-02 00:00:00,140000
28273,B500CP77,2024-10-01 19:45:03,500000
28274,B500CP77,2024-10-18 00:00:00,450000
28275,P050OM71,2025-01-25 00:00:00,120000
28276,H560YP790,2025-01-18 00:00:00,70000
28277,B600HY25,2024-04-24 00:00:00,200000
28278,H004TT198,2024-07-07 15:17:35,60000
28279,H004TT198,2024-07-09 12:46:10,55000
28280,H004TT198,2024-07-14 13:53:13,45000
28281,A700BY54,2024-08-18 00:00:00,100000
28282,B464OP61,2022-12-28 00:00:00,140000
28283,B464OP61,2022-12-28 00:00:00,100000
28284,O319BO977,2025-02-07 00:00:00,30000
28285,O010BO178,2023-01-30 00:00:00,75000
